Timestamp,"Các bạn vui lòng chọn mức độ đồng ý của mình với mỗi câu nhận định sau đây (1 - rất không đồng ý, 5 - rất đồng ý):   [Tôi biết rõ về AR]",I. Độ quen thuộc với công nghệ và ứng dụng AR [1. Tôi quen thuộc với những công nghệ này],I. Độ quen thuộc với công nghệ và ứng dụng AR [2. Tôi đang sử dụng những công nghệ này trong cuộc sống hàng ngày],II. Sử dụng trong các lĩnh vực của cuộc sống (có thể chọn nhiều đáp án),III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [1. Môi trường mua sắm ảo],III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [2. Chuyến tham quan ảo],"III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [3. Hình dung, mô hình]",III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [4. Giả lập],I. Sự thích thú [1. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường thú vị.],I. Sự thích thú [2. Tôi nhận thấy quá trình mua hàng thông qua các ứng dụng thực tế ảo tăng cường khiến tôi hài lòng],I. Sự thích thú [3. Tôi cảm thấy vui vẻ khi sử dụng các ứng dụng thực tế ảo tăng cường trong quá trình mua hàng.],I. Sự thích thú [4. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường hấp dẫn.],II. Bản sắc xã hội [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang khiến tôi cảm thấy bản thân được cảm nhận.],II. Bản sắc xã hội [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp cải thiện cách tôi nhận được khi mua hàng.],II. Bản sắc xã hội [3. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang tạo ấn tượng tốt với người khác.],II. Bản sắc xã hội [4. Vai trò của tôi trong xã hội đòi hỏi phải sử dụng thực tế ảo tăng cường trong mua sắm thời trang.],III. Bản sắc cá nhân [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp tôi đạt được hình mẫu mà tôi hướng đến.],III. Bản sắc cá nhân [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp chúng ta giảm khoảng cách giữa giữa con người hiện tại của tôi và hình mẫu mà tôi mong muốn trở thành],III. Bản sắc cá nhân [3.  Sử dụng thực tế ảo tăng cường trong mua sắm thời trang là một phần hình mẫu của tôi.],IV. Dễ sử dụng [1. Tôi nghĩ rằng việc sử dụng ứng dụng thực tế ảo tăng cường rất dễ dàng],IV. Dễ sử dụng [2. Tôi nghĩ rất đơn giản để học cách sử dụng ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [3. Tôi nghĩ rằng nó không đòi hỏi nhiều nỗ lực để sử dụng một ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [4.  Tôi nghĩ rằng ứng dụng thực tế ảo tăng cường là rất rõ ràng và dễ hiểu.],V. Lợi ích [1. Tôi có thể cải thiện quy trình mua hàng thời trang với một ứng dụng thực tế ảo tăng cường.],V. Lợi ích [2. Quá trình mua hàng thời trang của tôi sẽ hiệu quả hơn khi áp dụng ứng dụng thực tế ảo tăng cường],V. Lợi ích [3. Thực tế ảo tăng cường sẽ hữu ích khi mua hàng thời trang],V. Lợi ích [4. Thực tế ảo tăng cường sẽ cải thiện khả năng của tôi khi mua hàng trực tuyến.],VI. Thái độ [1. Tôi thích ý tưởng mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [2. Tôi nghĩ rằng đó là một ý kiến hay khi mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [3. Tôi có một cái nhìn thích thú với việc mua hàng thời trang với thực tế ảo tăng cường],VII. Giá trị [1. Ứng dụng thực tế ảo tăng cường có thể mang lại lợi ích cho tôi nhiều hơn so với mức cần.],VII. Giá trị [2. Các ứng dụng thực tế ảo tăng cường phải xứng đáng đối với tôi so với sự yêu cầu được nhận lại.],"VII. Giá trị [3.  Nhìn chung, các ứng dụng thực tế ảo tăng cường đều mang giá trị tốt.]",VIII.  Sự vui vẻ [1. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất vui.],VIII.  Sự vui vẻ [2. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất hứng thú .],VIII.  Sự vui vẻ [3. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất giải trí.],IX.  Ý định sử dụng [1. Tôi sẽ xem xét thực tế ảo tăng cường khi mua hàng thời trang.],IX.  Ý định sử dụng [2. Tôi sẽ sử dụng thực tế ảo tăng cường thường xuyên trong mua hàng thời trang trong tương lai.],IX.  Ý định sử dụng [3. Tôi nghĩ sẽ rất đáng để tôi sử dụng thực tế ảo tăng cường trong mua hàng thời trang.],IX.  Ý định sử dụng [4. Tôi dự định chi nhiều tiền hơn khi mua hàng thời trang với thực tế ảo tăng cường.],Gender,Age,Location
26/10/2022 09:55:16,1,2,2,Mua sắm thời trang,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,nữ,30 đến 39 tuổi,miền Bắc
26/10/2022 09:58:28,5,5,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",5,5,5,5,5,4,4,4,3,4,3,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3,3,1,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 10:09:46,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",1,1,1,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 10:12:25,4,3,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,3,3,3,3,3,2,4,4,4,4,5,3,4,5,5,4,3,5,5,3,5,5,3,5,4,3,5,5,4,4,3,3,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 10:13:52,4,3,3,"Học tập, giáo dục",2,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,4,3,3,5,4,4,3,nữ,Dưới 19 tuổi,miền Bắc
26/10/2022 10:29:41,2,2,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",1,1,1,1,2,1,1,2,2,2,2,3,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,2,2,2,nữ,30 đến 39 tuổi,miền Bắc
26/10/2022 10:44:41,3,1,1,"Giải trí, Du lịch ảo / trải nghiệm",2,2,2,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 10:49:43,2,2,2,Khác,1,1,2,2,4,4,4,4,4,3,5,3,3,3,4,1,2,1,1,3,4,3,3,5,5,5,3,1,3,4,4,4,4,4,4,4,nam,30 đến 39 tuổi,miền Trung
26/10/2022 10:52:30,5,5,5,Giải trí,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 11:13:55,5,5,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",2,5,4,5,5,3,4,4,4,4,5,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 11:19:10,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 11:19:54,5,5,5,Du lịch ảo / trải nghiệm,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nam,Trên 40 tuổi,miền Bắc
26/10/2022 11:50:29,4,3,1,Giải trí,2,4,2,2,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 11:53:47,3,2,2,Giải trí,2,2,2,3,3,2,1,3,3,3,3,2,2,3,4,3,2,1,3,2,3,4,4,4,4,4,3,1,2,2,2,2,3,3,3,3,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 12:05:35,5,5,5,"Giải trí, Du lịch ảo / trải nghiệm, Mua sắm thời trang",5,3,5,5,5,5,5,5,5,5,5,3,4,5,5,5,4,3,3,5,5,3,4,5,5,5,5,3,4,5,4,4,5,5,4,2,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 12:09:48,1,1,1,Khác,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 12:11:23,2,2,1,Giải trí,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,2,3,2,2,2,1,2,2,2,1,2,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 12:12:36,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",2,4,4,5,3,2,2,2,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 12:13:10,5,4,4,"Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 12:13:19,4,4,4,Giải trí,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 12:15:32,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",2,1,2,1,2,3,2,1,3,1,2,2,3,2,2,2,2,3,1,1,2,3,4,2,2,2,3,3,2,3,2,1,4,2,3,2,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 12:22:57,4,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",5,5,5,5,4,5,5,5,5,4,4,3,4,5,4,4,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 12:38:58,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm",4,5,4,5,4,5,5,5,4,3,3,3,4,3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 12:49:15,4,3,3,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 13:00:01,4,3,3,"Học tập, giáo dục",4,5,5,5,4,5,4,5,3,4,5,5,3,3,5,4,5,5,5,3,4,4,3,3,4,5,4,4,5,4,4,5,3,4,5,5,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 13:51:18,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 14:01:43,4,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",4,5,4,4,4,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,4,nữ,Trên 40 tuổi,miền Bắc
26/10/2022 14:22:15,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Bắc
26/10/2022 14:26:39,2,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 14:46:50,4,2,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,4,3,4,4,3,5,5,4,5,4,4,3,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,5,4,5,5,4,4,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 15:14:50,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,2,3,2,4,3,4,3,2,3,2,3,3,4,2,2,3,3,4,4,3,4,3,5,4,4,4,4,4,4,4,4,3,4,3,1,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 15:51:11,4,1,1,Mua sắm thời trang,1,2,2,1,5,5,4,5,4,5,5,2,3,3,2,4,5,5,5,4,5,4,4,4,5,4,4,4,4,5,5,5,4,4,5,5,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 16:00:42,5,5,5,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nữ,20 đến 29 tuổi,miền Trung
26/10/2022 16:00:45,3,2,1,"Giải trí, Du lịch ảo / trải nghiệm",2,4,4,4,4,2,4,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 16:18:01,3,3,2,"Giải trí, Học tập, giáo dục",3,2,3,1,5,4,5,4,3,5,3,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,3,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 16:20:29,3,3,2,"Giải trí, Khác",2,1,2,1,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,5,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 16:24:34,2,3,1,Giải trí,1,1,1,1,5,4,5,5,5,5,4,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,2,nam,30 đến 39 tuổi,miền Trung
26/10/2022 16:28:43,4,4,3,"Giải trí, Du lịch ảo / trải nghiệm",3,2,3,2,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 16:30:24,2,3,2,Giải trí,1,1,2,1,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,3,nữ,20 đến 29 tuổi,miền Bắc
26/10/2022 16:42:52,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 17:39:29,3,4,2,Giải trí,1,1,2,1,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,nữ,Dưới 19 tuổi,miền Bắc
26/10/2022 17:42:03,5,5,5,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 18:00:07,3,3,2,"Giải trí, Học tập, giáo dục",2,2,2,2,5,5,5,5,4,5,4,4,4,5,4,5,4,4,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,nam,30 đến 39 tuổi,miền Bắc
26/10/2022 18:38:34,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 18:49:18,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 18:52:53,2,2,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nữ,20 đến 29 tuổi,miền Trung
26/10/2022 18:58:20,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,nữ,20 đến 29 tuổi,miền Trung
26/10/2022 19:05:43,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang, Khác",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,5,5,4,4,4,5,4,3,4,4,4,4,nam,Dưới 19 tuổi,miền Bắc
26/10/2022 20:44:37,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,5,5,3,4,3,5,3,4,5,3,3,4,4,5,5,3,4,5,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,nam,20 đến 29 tuổi,miền Bắc
26/10/2022 21:37:37,4,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,nam,20 đến 29 tuổi,miền Bắc
27/10/2022 00:10:39,3,3,3,"Giải trí, Mua sắm thời trang",3,2,3,4,3,2,3,2,3,4,2,3,3,2,4,2,3,4,3,2,3,4,3,3,2,4,4,3,2,3,4,2,2,3,3,4,nữ,20 đến 29 tuổi,miền Bắc
27/10/2022 08:15:38,2,2,1,Khác,1,1,2,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,nam,30 đến 39 tuổi,miền Bắc
27/10/2022 08:16:26,5,5,5,Du lịch ảo / trải nghiệm,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,5,5,5,3,4,5,5,nam,20 đến 29 tuổi,miền Bắc
27/10/2022 08:17:16,3,3,2,Giải trí,1,1,2,2,5,4,5,4,5,5,4,3,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,3,nam,30 đến 39 tuổi,miền Trung
27/10/2022 08:18:28,1,1,1,Khác,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nữ,30 đến 39 tuổi,miền Bắc
27/10/2022 09:28:01,3,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
27/10/2022 10:02:40,3,4,3,"Giải trí, Học tập, giáo dục, Mua sắm thời trang",4,3,4,4,5,5,5,5,4,4,2,3,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
27/10/2022 11:02:52,2,2,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,5,4,5,4,5,5,4,5,4,5,5,nam,20 đến 29 tuổi,miền Bắc
27/10/2022 11:04:04,3,4,5,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,4,5,4,4,3,4,3,4,5,4,4,5,4,4,4,5,4,5,4,5,nam,30 đến 39 tuổi,miền Bắc
27/10/2022 11:05:07,3,4,5,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,5,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,4,4,4,5,5,5,4,5,5,nam,30 đến 39 tuổi,miền Bắc
27/10/2022 11:06:27,3,4,5,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,3,5,5,4,4,5,4,4,4,5,5,5,4,5,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,nữ,30 đến 39 tuổi,miền Bắc
27/10/2022 11:07:42,4,5,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,4,4,5,4,4,4,5,4,5,5,5,nữ,30 đến 39 tuổi,miền Bắc
27/10/2022 11:08:44,4,5,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,4,5,5,4,4,4,4,5,4,4,4,5,5,5,5,4,nữ,30 đến 39 tuổi,miền Bắc
27/10/2022 11:12:00,2,2,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",2,3,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,nam,20 đến 29 tuổi,miền Bắc
27/10/2022 19:43:57,3,3,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,nữ,20 đến 29 tuổi,miền Bắc
27/10/2022 21:59:54,3,1,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,4,4,4,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,nam,30 đến 39 tuổi,miền Bắc
27/10/2022 23:35:58,5,4,1,"Giải trí, Học tập, giáo dục",1,1,1,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nam,20 đến 29 tuổi,miền Bắc
28/10/2022 07:54:39,5,5,1,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nam,30 đến 39 tuổi,miền Bắc
28/10/2022 14:08:56,4,4,4,"Học tập, giáo dục, Khác",1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,4,5,4,4,4,5,5,4,4,nữ,30 đến 39 tuổi,miền Bắc
28/10/2022 14:11:01,2,2,1,Khác,1,1,2,1,5,4,5,5,4,5,3,2,4,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,5,5,4,5,4,5,3,nam,30 đến 39 tuổi,miền Trung
29/10/2022 09:17:49,3,3,2,"Giải trí, Học tập, giáo dục, Mua sắm thời trang",3,2,3,3,5,5,5,5,4,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,nữ,Trên 40 tuổi,miền Bắc
29/10/2022 15:50:03,4,3,2,"Giải trí, Du lịch ảo / trải nghiệm",1,3,3,4,5,5,5,5,4,3,3,3,4,1,3,3,5,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,5,5,5,3,nam,20 đến 29 tuổi,miền Bắc
30/10/2022 16:52:00,3,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,nam,30 đến 39 tuổi,miền Bắc
30/10/2022 16:53:42,3,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,5,4,3,5,nữ,20 đến 29 tuổi,miền Bắc
30/10/2022 16:56:10,3,5,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",5,4,4,4,5,4,4,4,5,4,5,5,3,3,5,5,4,4,4,3,3,3,5,4,5,5,5,5,5,4,5,5,5,5,4,3,nam,30 đến 39 tuổi,miền Bắc
30/10/2022 18:24:19,1,1,2,"Giải trí, Du lịch ảo / trải nghiệm",1,1,2,2,4,5,3,5,4,5,3,5,4,4,5,5,4,4,4,4,4,4,4,5,3,3,5,3,4,5,4,3,3,3,2,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:26:31,1,2,1,Giải trí,2,3,1,1,3,2,1,2,2,3,2,3,2,3,2,4,3,2,3,4,3,5,4,5,5,4,4,4,4,3,5,3,4,5,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:28:13,1,5,4,Giải trí,2,1,1,1,4,4,5,3,3,5,3,4,4,4,3,5,4,4,3,3,4,4,4,3,4,4,4,5,3,3,4,4,4,3,3,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:29:07,1,4,3,Giải trí,2,1,2,1,4,3,4,3,3,4,4,4,4,3,4,4,3,3,4,4,4,3,3,3,4,3,4,4,3,4,3,4,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:30:03,1,2,2,Giải trí,2,1,1,1,5,4,3,5,4,4,5,3,4,4,3,4,3,5,4,4,4,3,5,5,4,4,4,5,3,4,5,4,4,4,3,3,nữ,Trên 40 tuổi,miền Nam
